C,SETP.WORLD,DVD_DUDETAIL,AEMO,PUBLIC,2025/06/10,12:30:34,001749522634750,MONTHLY_ARCHIVE,001749522634750
I,PARTICIPANT_REGISTRATION,DUDETAIL,7,EFFECTIVEDATE,DUID,VERSIONNO,CONNECTIONPOINTID,VOLTLEVEL,REGISTEREDCAPACITY,AGCCAPABILITY,DISPATCHTYPE,MAXCAPACITY,STARTTYPE,NORMALLYONFLAG,PHYSICALDETAILSFLAG,SPINNINGRESERVEFLAG,AUTHORISEDBY,AUTHORISEDDATE,LASTCHANGED,INTERMITTENTFLAG,SEMISCHEDULE_FLAG,MAXRATEOFCHANGEUP,MAXRATEOFCHANGEDOWN,DISPATCHSUBTYPE,ADG_ID,MINCAPACITY,REGISTEREDMINCAPACITY,MAXRATEOFCHANGEUP_LOAD,MAXRATEOFCHANGEDOWN_LOAD,MAXSTORAGECAPACITY,STORAGEIMPORTEFFICIENCYFACTOR,STORAGEEXPORTEFFICIENCYFACTOR,MIN_RAMP_RATE_UP,MIN_RAMP_RATE_DOWN,LOAD_MIN_RAMP_RATE_UP,LOAD_MIN_RAMP_RATE_DOWN,AGGREGATED
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/11 00:00:00",STAN-2,40,QSTN2,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2000/02/09 13:06:00","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/11 00:00:00",STAN-3,40,QSTN3,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2000/02/09 13:06:00","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/11 00:00:00",STAN-4,40,QSTN4,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2000/02/09 13:06:01","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/11 00:00:00",STANNL1,40,QSTX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/02/09 13:06:01","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/11 00:00:00",WHILL1,40,QTUL,22,12,N,GENERATOR,12,"NOT DISPATCHED",,,N,BATCH,"2000/02/09 13:06:02","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/15 00:00:00",NPS1,39,SNPA1,275,265,Y,GENERATOR,280,SLOW,,,Y,BATCH,"2000/02/15 12:57:33","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/15 00:00:00",NPS2,39,SNPA2,275,265,Y,GENERATOR,280,SLOW,,,Y,BATCH,"2000/02/15 12:57:33","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/15 00:00:00",NPSNL1,39,SPAAL,275,100,N,GENERATOR,100,"NOT DISPATCHED",,,Y,BATCH,"2000/02/15 12:57:33","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/15 00:00:00",NPSNL2,39,SLCCL,275,100,N,GENERATOR,100,"NOT DISPATCHED",,,Y,BATCH,"2000/02/15 12:57:33","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/15 00:00:00",OSB-AG,39,SNBN1,66,180,N,GENERATOR,204,SLOW,,,N,BATCH,"2000/02/15 12:57:33","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/15 00:00:00",PLAYB-AG,39,SPSD1,275,240,N,GENERATOR,252,SLOW,,,Y,BATCH,"2000/02/15 12:57:33","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",BARRON-1,42,QBGH1,132,30,N,GENERATOR,33,FAST,,,Y,BATCH,"2000/03/02 14:21:00","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",BARRON-2,42,QBGH2,132,30,N,GENERATOR,33,FAST,,,Y,BATCH,"2000/03/02 14:21:00","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",KAREEYA1,42,QKAH1,132,18,N,GENERATOR,18,FAST,,,Y,BATCH,"2000/03/02 14:21:01","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",KAREEYA3,42,QKAH3,132,18,N,GENERATOR,18,FAST,,,Y,BATCH,"2000/03/02 14:21:02","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",KAREEYA4,42,QKAH4,132,18,N,GENERATOR,18,FAST,,,Y,BATCH,"2000/03/02 14:21:02","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",KAREEYA5,42,QKYH5,132,7,N,GENERATOR,7,"NOT DISPATCHED",,,Y,BATCH,"2000/03/02 14:21:02","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",KARYNL1,42,QKRX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/03/02 14:21:03","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",MACKAYGT,42,QMKG,132,34,N,GENERATOR,34,FAST,,,Y,BATCH,"2000/03/02 14:21:03","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",STAN-1,42,QSTN1,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2000/03/02 14:21:04","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",STAN-2,42,QSTN2,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2000/03/02 14:21:04","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",STAN-3,42,QSTN3,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2000/03/02 14:21:04","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",STAN-4,42,QSTN4,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2000/03/02 14:21:05","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/02/24 00:00:00",STANNL1,42,QSTX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/03/02 14:21:05","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",GB01,7,NBKG1,220,50,N,GENERATOR,50,"NOT DISPATCHED",,,Y,BATCH,"2000/03/22 10:51:36","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",GB02,7,NBKG1,220,50,N,GENERATOR,50,"NOT DISPATCHED",,,Y,BATCH,"2000/03/22 10:51:36","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",BROWNMT,7,NBRM,132,4,N,GENERATOR,6,"NOT DISPATCHED",,,Y,BATCH,"2000/03/22 10:51:37","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",BURRIN,7,NBUK,275,10,N,GENERATOR,12,"NOT DISPATCHED",,,Y,BATCH,"2000/03/22 10:51:37","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",ER01,7,NEPS1,330,660,Y,GENERATOR,696,SLOW,,,Y,BATCH,"2000/03/22 10:51:37","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",ER02,7,NEPS2,330,660,Y,GENERATOR,696,SLOW,,,Y,BATCH,"2000/03/22 10:51:37","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",ER03,7,NEPS3,500,660,Y,GENERATOR,696,SLOW,,,Y,BATCH,"2000/03/22 10:51:38","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",ER04,7,NEPS4,500,660,Y,GENERATOR,696,SLOW,,,Y,BATCH,"2000/03/22 10:51:38","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",ERNL1,7,NEPSL,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/03/22 10:51:38","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",HUMENSW,7,NHUM,132,25,N,GENERATOR,50,SLOW,,,Y,BATCH,"2000/03/22 10:51:38","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",HUMEV,7,VHUM,66,25,N,GENERATOR,50,SLOW,,,Y,BATCH,"2000/03/22 10:51:39","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",NGTS,7,NNGT,132,100,N,GENERATOR,100,FAST,,,Y,BATCH,"2000/03/22 10:51:39","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",SHGEN,7,NSHL,330,240,N,GENERATOR,240,FAST,,,Y,BATCH,"2000/03/22 10:51:39","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",SHGEN2,7,NSHL,330,240,N,GENERATOR,240,"NOT DISPATCHED",,,N,BATCH,"2000/03/22 10:51:40","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/03/22 00:00:00",SHPUMP,7,NSHP1,330,240,N,LOAD,240,FAST,N,,Y,BATCH,"2000/03/22 10:51:40","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/05 00:00:00",DRYCGT1,8,SDCA1,66,52,Y,GENERATOR,55,FAST,,,Y,BATCH,"2000/04/04 17:26:34","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/05 00:00:00",DRYCGT2,8,SDCA2,66,52,Y,GENERATOR,55,FAST,,,Y,BATCH,"2000/04/04 17:26:34","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/05 00:00:00",DRYCGT3,8,SDCA3,66,52,Y,GENERATOR,55,FAST,,,Y,BATCH,"2000/04/04 17:26:35","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/05 00:00:00",DRYCNL,8,SKLB,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/04/04 17:26:35","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/05 00:00:00",MINTARO,8,SMPS,275,90,Y,GENERATOR,95,FAST,,,Y,BATCH,"2000/04/04 17:26:35","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/05 00:00:00",MINTNL1,8,SWAT,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/04/04 17:26:35","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/05 00:00:00",POR01,8,SPLN1,66,25,Y,GENERATOR,25,"NOT DISPATCHED",,,Y,BATCH,"2000/04/04 17:26:35","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/05 00:00:00",SNUG1,8,SSGA1,132,63,N,GENERATOR,63,FAST,,,N,BATCH,"2000/04/04 17:26:36","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/05 00:00:00",SNUG4,8,SSGA4,132,21,N,GENERATOR,21,"NOT DISPATCHED",,,N,BATCH,"2000/04/04 17:26:36","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/05 00:00:00",SNUG2,8,SSGA2,132,21,N,GENERATOR,21,"NOT DISPATCHED",,,N,BATCH,"2000/04/04 17:26:36","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/05 00:00:00",SNUGNL1,8,SSNN,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/04/04 17:26:36","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/06 00:00:00",DLNKNSW,1,NLS11,132,180,N,GENERATOR,180,"NOT DISPATCHED",,,N,BATCH,"2000/04/06 10:47:20","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/04/13 00:00:00",UWS1,1,NSYW,11,1,N,GENERATOR,1,"NOT DISPATCHED",,,N,BATCH,"2000/04/17 15:11:17","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALL_A_1,1,QCAA1,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2000/05/24 11:42:28","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALL_A_2,1,QCAA2,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2000/05/24 11:42:28","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALL_A_3,1,QCAA3,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2000/05/24 11:42:28","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALL_A_4,1,QCAA4,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2000/05/24 11:42:28","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALLNL1,1,QCAX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/05/24 11:42:29","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALLNL2,1,QCAC3,275,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/05/24 11:42:29","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",FARLEIGH,1,QMKA,11,13,N,GENERATOR,13,"NOT DISPATCHED",,,N,BATCH,"2000/05/24 11:42:29","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",MACKNADE,1,QING,11,8,N,GENERATOR,8,"NOT DISPATCHED",,,N,BATCH,"2000/05/24 11:42:30","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",MARIAN,1,QPIV,11,18,N,GENERATOR,18,"NOT DISPATCHED",,,N,BATCH,"2000/05/24 11:42:30","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",PLANECRK,1,QALC,11,23,N,GENERATOR,23,"NOT DISPATCHED",,,N,BATCH,"2000/05/24 11:42:30","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",RCOURSE,1,QMKA,11,14,N,GENERATOR,14,"NOT DISPATCHED",,,N,BATCH,"2000/05/24 11:42:31","2008/12/10 09:21:26",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",STHJST,1,QINF1,22,18,N,GENERATOR,18,"NOT DISPATCHED",,,N,BATCH,"2000/05/24 11:42:31","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",MRIDGE,1,QMRP,110,56,N,GENERATOR,56,FAST,,,N,BATCH,"2000/05/24 11:42:31","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_A_1,1,QSWA1,110,68,Y,GENERATOR,68,SLOW,,,Y,BATCH,"2000/05/24 11:42:31","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_A_2,1,QSWA2,110,68,Y,GENERATOR,68,SLOW,,,Y,BATCH,"2000/05/24 11:42:31","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_A_4,1,QSWA4,110,68,Y,GENERATOR,68,SLOW,,,Y,BATCH,"2000/05/24 11:42:32","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_A_6,1,QSWA6,110,68,Y,GENERATOR,68,SLOW,,,Y,BATCH,"2000/05/24 11:42:32","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_B_1,1,QSWB1,275,125,Y,GENERATOR,125,SLOW,,,Y,BATCH,"2000/05/24 11:42:32","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_B_2,1,QSWB2,275,125,Y,GENERATOR,125,SLOW,,,Y,BATCH,"2000/05/24 11:42:33","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_B_3,1,QSWB3,275,125,Y,GENERATOR,125,SLOW,,,Y,BATCH,"2000/05/24 11:42:33","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_B_4,1,QSWB4,275,125,Y,GENERATOR,125,SLOW,,,Y,BATCH,"2000/05/24 11:42:33","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_C,1,QSWC,275,26,N,GENERATOR,26,FAST,,,N,BATCH,"2000/05/24 11:42:34","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_D,1,QSWD,110,37,N,GENERATOR,37,FAST,,,N,BATCH,"2000/05/24 11:42:34","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWANNL1,1,QSWX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/05/24 11:42:34","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWANNL2,1,QSW1,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/05/24 11:42:34","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALL_A_1,11,QCAA1,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2000/05/25 10:54:24","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALL_A_2,11,QCAA2,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2000/05/25 10:54:24","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALL_A_3,11,QCAA3,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2000/05/25 10:54:25","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALL_A_4,11,QCAA4,132,30,N,GENERATOR,30,SLOW,,,Y,BATCH,"2000/05/25 10:54:25","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALL_B_1,11,QCAB1,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2000/05/25 10:54:25","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALL_B_2,11,QCAB2,275,350,Y,GENERATOR,385,SLOW,,,Y,BATCH,"2000/05/25 10:54:25","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALLNL1,11,QCAX,330,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/05/25 10:54:25","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",CALLNL2,11,QCAC3,275,25,N,GENERATOR,30,"NOT DISPATCHED",,,N,BATCH,"2000/05/25 10:54:26","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",FARLEIGH,11,QMKA,11,13,N,GENERATOR,13,"NOT DISPATCHED",,,N,BATCH,"2000/05/25 10:54:26","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",MARIAN,11,QPIV,11,18,N,GENERATOR,18,"NOT DISPATCHED",,,N,BATCH,"2000/05/25 10:54:26","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",PLANECRK,11,QALC,11,23,N,GENERATOR,23,"NOT DISPATCHED",,,N,BATCH,"2000/05/25 10:54:26","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",PLEYSTOW,11,QMKA,11,11,N,GENERATOR,11,"NOT DISPATCHED",,,N,BATCH,"2000/05/25 10:54:27","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",RCOURSE,11,QMKA,11,14,N,GENERATOR,14,"NOT DISPATCHED",,,N,BATCH,"2000/05/25 10:54:27","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",STHJST,11,QINF1,22,18,N,GENERATOR,18,"NOT DISPATCHED",,,N,BATCH,"2000/05/25 10:54:27","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",MRIDGE,11,QMRP,110,56,N,GENERATOR,56,FAST,,,N,BATCH,"2000/05/25 10:54:27","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_A_1,11,QSWA1,110,68,Y,GENERATOR,68,SLOW,,,Y,BATCH,"2000/05/25 10:54:28","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_A_2,11,QSWA2,110,68,Y,GENERATOR,68,SLOW,,,Y,BATCH,"2000/05/25 10:54:28","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_A_3,11,QSWA3,110,68,Y,GENERATOR,68,SLOW,,,Y,BATCH,"2000/05/25 10:54:28","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_A_4,11,QSWA4,110,68,Y,GENERATOR,68,SLOW,,,Y,BATCH,"2000/05/25 10:54:28","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
D,PARTICIPANT_REGISTRATION,DUDETAIL,7,"2000/05/24 00:00:00",SWAN_A_6,11,QSWA6,110,68,Y,GENERATOR,68,SLOW,,,Y,BATCH,"2000/05/25 10:54:29","2008/12/10 09:21:27",N,N,,,,,,,,,,,,,,,,
