catalog_key,event_key,first_seen_at,last_seen_at,seen_count,last_bucket,last_tier,max_materiality_score,title,source,url,published,summary
meta explores blockbuster 10 billion cloud compute deal with anthropic,meta explores blockbuster 10 billion cloud compute deal with anthropic,2026-07-17T23:51:39Z,2026-07-17T23:51:39Z,1,Frontier Labs,HIGH,0.871,Meta Explores Blockbuster $10 Billion Cloud Compute Deal with Anthropic - صوت الإمارات,صوت الإمارات,https://news.google.com/rss/articles/CBMizwFBVV95cUxPUWJxaDZxaUg2ajU2ZlZuU21naW1GVUpucE1jSnR2elVOZ2JDTmNxU1BNVmhEV05yNF9Lbng0X01FblpMTUZoc2wwOW9IcWpjdy1ROXZfVEtYbWlST1NmLUcxYTlvekpjekZQOTFhOGg1Q29FLW5PMjFPYW05T2tkdGlEbTIwdnc5ZlJkN012dVNxY2N6OXVkeE5lcEc1VXlmMTRXTjRPMmZlTGtBNGlYbVVNbWR6YVpfUEI5WWZDUjZrbS1mYXVfZThWdk9nUGs?oc=5,2026-07-17T20:29:00+00:00,
chinese filing implies deepseek valuation of around 52 billion,chinese filing implies deepseek valuation of around 52 billion,2026-07-17T23:51:39Z,2026-07-17T23:51:39Z,1,Frontier Labs,HIGH,0.851,Chinese filing implies DeepSeek valuation of around $52 billion - ETEnterpriseai.com,ETEnterpriseai.com,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPS1JJT1BiSkFyeHlwZS1yckNCUy12MlRVcFVZNVhaQ3dLUnJMRlNySW90WU5vbHNUQ2x1MHI3VGxRNElPaEVkcjM3bFdHVlNESG1MX0o5SUMxdURlbzlfN3RZQnNDLVRWbkF3V3RfYXlYWnVPT3Y4SjlYT1JMTFRmd0hwZzlFdHFPRENxUzNsSlQxV202Rk5TaXdPbWpuSlVwOXJFTXZEUW1CQXVkV0kwQTZRbGNJZWgwdTV2U3NmTmtSTmlQdVNDTTZrWVRqZWFISWfSAdcBQVVfeXFMTTBUWGpfVGtWVzF4cmpnR2JnRnRWcG54QjR1ajdOQkJTRFZYRy1WR3lkbUJ3SHNuMHVld0NaYVNYOFRHWGFmbWk3OFVMOHRiLXhTUTFhZk1ISDVSWlhQRE1iN09wc0VMb1p5bnRTUjV3Z2JoMi1EWjBHQjdubURMck9ZQWZ6UHN1X2NmaEV6dnlKaWs3V3hzc0FHUEhqVHRhMVpFaW9yRlA2Sms1WUg0UG56aVpNQ0FjWFpZWDk5REJxNmJoa05HSVg3YTd1ZmlBeU5EVEpHcFk?oc=5,2026-07-17T08:30:23+00:00,
stack infrastructure data center in hesse germany canceled,stack infrastructure data center in hesse germany canceled,2026-07-17T23:51:39Z,2026-07-17T23:51:39Z,1,Supply Chain,MEDIUM,0.819,"Stack Infrastructure data center in Hesse, Germany, canceled",DatacenterDynamics,https://www.datacenterdynamics.com/en/news/data-center-project-in-hesse-germany-canceled/,2026-07-17T14:11:00+00:00,Investor has withdrawn from the project in Babenhausen
barrenjoey joins two others to advise on nextdc s 1 5bn raising,barrenjoey joins two others to advise on nextdc s 1 5bn raising,2026-05-13T23:45:56Z,2026-07-10T23:51:40Z,4,ANZ DC,MEDIUM,0.520,Barrenjoey joins two others to advise on NextDC’s $1.5bn raising - The Australian,The Australian,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPcmZRSC1ubVBSdkpoZ0Mxdk9JRlJheUNpRVNfYjRfYmZCVE9mYzJudmJJUUZWQkVOWVNBeHpPZTgyWUFhR0FPYmxHZEdKVU9QM2N1NFA4ejA5MHhIMEE0am02bmlVRFZDSlZnT09sQVdxUW5JeTdDTjNKUU9faUpFOTVOVVduTXVtcXpzUXFpdTZOaXB2ak5zZWpCX005ZFN3cmd2dE4yNWJNN0Z4QzBIam1HVjNodFNNZ2lGRTJCQWduZFRpZng2VEVMREhzVUtySG92Z1pXbDZrVmNqUXhnbTRoWdIB6AFBVV95cUxQU1J4OU9Wb0JheHZrRE9sdWM0U25MNHZtcDRTUEstcHFla3A1MExGbk12TlJfLVlmanVUbXZvRDMwOUdJSzA2Qm5Hd3BqNU43eXZhVmRqZ1BuckxXa3hrM3FtMC1SV0diSjFfZGNKeTFyTXNlaEUtbGUzUTh1WXZPYW1ZeGhwNlJjc2pwakxjN2FzRXZQenVvWHZBNjFnRm9XZWEzdG4tRTFJLTZKTHJFMEc2YVl2TUhBcjdWNVpRTVNCNXNESTZTSlFOSmVjbEZVWmRfOE1aMWp1VmxJMFZIS0ptQmd0a3po?oc=5,2026-04-20T07:00:00+00:00,
nextdc raises another au 500m in senior debt facilities bringing total commitments to au 2 3bn,nextdc raises another au 500m in senior debt facilities bringing total commitments to au 2 3bn,2026-07-10T23:51:40Z,2026-07-10T23:51:40Z,1,Supply Chain,HIGH,0.920,"NextDC raises another AU$500m in senior debt facilities, bringing total commitments to AU$2.3bn",DatacenterDynamics,https://www.datacenterdynamics.com/en/news/nextdc-raises-another-au500m-in-senior-debt-facilities-bringing-total-commitments-to-au23bn/,2026-07-10T15:00:26+00:00,"Part of a plan to support massive contracted utilization growth, the Australian developer said"
terawulf seeks 3 5bn in funding for construction of data center for anthropic,terawulf seeks 3 5bn in funding for construction of data center for anthropic,2026-07-10T23:51:40Z,2026-07-10T23:51:40Z,1,Supply Chain,HIGH,0.915,TeraWulf seeks $3.5bn in funding for construction of data center for Anthropic,DatacenterDynamics,https://www.datacenterdynamics.com/en/news/terawulf-seeks-35bn-in-funding-for-construction-of-data-center-for-anthropic/,2026-07-10T11:55:30+00:00,Debt expected to be led by Morgan Stanley
meta to build c 13bn data centre in canada,meta to build c 13bn data centre in canada,2026-07-10T23:51:40Z,2026-07-10T23:51:40Z,1,Hyperscaler CAPEX,HIGH,0.852,Meta to build C$13bn data centre in Canada - Global Construction Review,Global Construction Review,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPOWNJY3ZERVFpWUJMVW03Q3VZWDl1SU12QXBaV3VnMmdMT09mLTNTYTF5OGdyZ1ZhVENtTmtaelY4NDM0YW9jbDBJMGRyR1d6Q2JxRlFoQ0NDeHNsVFdURmJIdjlqekJmb2p1Vl9nS0hjdEp2T0FnYUZNbnFveE4yOGxWRlRDbWhwTTRr?oc=5,2026-07-10T10:01:14+00:00,Meta to build C$13bn data centre in Can
investor outlook meta deal positions alberta as ai infrastructure hub,investor outlook meta deal positions alberta as ai infrastructure hub,2026-07-10T23:51:40Z,2026-07-10T23:51:40Z,1,Hyperscaler CAPEX,MEDIUM,0.828,Investor Outlook: Meta deal positions Alberta as AI infrastructure hub - BNN Bloomberg,BNN Bloomberg,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPSVlJaENQRGR3QzJ1VFo5U3lxS3B0ODUwdEdDNnV4SGVtVi1MNTYxLV9MQzJjRkpMSFFVMUdtd1JvaFhiMDhtV1NGUFlfNzF4T1NxR3hxLTR4aFJpNW9hbTRzcXZGblp2VTJ3a2VDaXJpb1R2b3U0Z2oxYTVCREpNS3pHeDlVNnZBY0J0a0VfNTUwdzMtX0R4S0xPZWtGUDFxc25wVjB2MG5Zd3RjczFQeTdBUlh3MnZtdzQxbUdYdlJMRmR5azgwMENjekh1Vi1WMkE?oc=5,2026-07-09T16:54:38+00:00,
nextdc ices 500m data centre bond deal after pricing disappoints,nextdc ices 500m data centre bond deal after pricing disappoints,2026-05-11T12:36:19Z,2026-07-03T23:52:00Z,6,ANZ DC,HIGH,0.920,NextDC ices $500m data centre bond deal after pricing disappoints - AFR,AFR,https://news.google.com/rss/articles/CBMiogFBVV95cUxPUU9wcW9hYnFEcVhUekRtenpJV3NYbDBVQnpIdlR4SFRBRldzLV9WNFdEMDNGVEtNMWRiWHBTTHBINUsxbnlfV2pCQThmTjVlaEIzSGozV1YyZHplRElmWlZETF91dUxWZHVRWjZEQWRwTGw2WE95UGRhQ05TRXJKOHVrR2w2bmQwY0lZTC12d3BzbnVHSW5VYjRVRWFlSTQyUFE?oc=5,2026-03-27T07:00:00+00:00,NextDC i
anthropic-akamai-cloud-contract,anthropic-akamai-cloud-contract,2026-05-12T02:34:26Z,2026-07-03T23:52:00Z,2,Frontier Labs,HIGH,0.874,Did Akamai’s US$1.8 Billion Anthropic Cloud Deal Just Shift Akamai Technologies' (AKAM) Investment Narrative? - simplywall.st,simplywall.st,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNZmpKSTJ5MUhhRFpINkk3Y3ZGb05zTXRheWViM0JabWF2NW9KRFgtWU9neU1JUFo2aktWMzFNazJwTjhiMV9GQ2J6ZHc1UUwyamtsejhydEkxZlNqQklBdHU0TEpWQ0dtV1pGRmFYQ2ppbDBKZHRuOWEwNUo4NjMyNGt0NXRKS1pZUTIxSlVITnZUT1hpd1ZUdnk3ZnRnSy1qRGxuSFd3d3Y1dUJJV3AxT1FqbmRNM0JGcDVULU1XMEloS2M3eUVNTzZnTnpWU21RTTFuN9IB2gFBVV95cUxPYlRoaFFJb0NXeTRTOTdDU2JmRnhSZXhYb1hfNW5ua3h1TlNzUGo0TkxIMko1V2xDU1V1SzNIVUtXRFY5TFFOM3NrSDVDTnFIc2tJR3N5cUFzc0RWMWxvUUJhOWdwd0htNi1HOXA2YjNtT3d1eE1FaXFWdDRGNnZCSXU1S0VhcFZhNGN6aEdzbTFqYklVQ2ZhdG5JMmpiRmVXVDhxMXVxQTBHc3lyZGh3N2NYeW1XTlVRcDcxUTBiV0dLVFI3SnkzUmJwODE5VlZJQnk2RnJ5TjFHQQ?oc=5,2026-07-03T21:45:01+00:00,
china s deepseek to make permanent 75 price cut on flagship v4 pro ai model,china s deepseek to make permanent 75 price cut on flagship v4 pro ai model,2026-07-03T23:52:00Z,2026-07-03T23:52:00Z,1,China / Export Controls,MEDIUM,0.820,China's DeepSeek to make permanent 75% price cut on flagship V4‑Pro AI model - Reuters,Reuters,https://news.google.com/rss/articles/CBMitgFBVV95cUxNM3Q5LUNUSDdncjRsXzJUaDFubjZGRm1SVDh5bkx0Z0pGNUVfZzZOdGQ1UThpTFFQdGg4d1ZaMFpGZ2Jxb0xuUmxMY0NQQkZBOTAtTjdxRnEtNmNMdXBWc3YwLWVfendsczJINk5jeEE0M21IWjdpMFRtbkFwU1B5ZkdDenhoMmhZVVpjU3VsZWtHWVJSR05zLVQ3dW9xU0Z0aDJEX3YtdkVWUTdkMVRzTEJnVUlfdw?oc=5,2026-05-23T07:00:00+00:00,
nscale pinches oracle data center lead sam huckaby to head ai infrastructure build out,nscale pinches oracle data center lead sam huckaby to head ai infrastructure build out,2026-05-11T12:36:19Z,2026-05-19T00:03:05Z,5,Hyperscaler CAPEX,MEDIUM,0.790,Nscale pinches Oracle data center lead Sam Huckaby to head AI infrastructure build out - Data Center Dynamics,Data Center Dynamics,https://news.google.com/rss/articles/CBMiygFBVV95cUxQTWZDZHlMM0oxUWF6TlBKaUlmcG1jcko3Q2J3T1NSeHpBa3VxejZlWWNrN2QxTHdxdjIzT0xqUk9qUDlPTEx2eVJ6MVZmTEZhb1RTYWxIel9ZQ0NkdTRfSFM4WlMyWm0zakJaTjVhZUdNdkRvWThaZV9iLTh6LUJkM3QzdHJ4V1NENDlHMU9LOTlmeFJycVhnODJNUGxhQnBNVU5aMnJBRExDQWhsZXVsNUh6c3dsYVVib1A5dkhNZzdIbzVMOXg1aGZB?oc=5,2026-04-29T07:00:00+00:00,
goodman-90mw-sydney-data-centre,goodman-90mw-sydney-data-centre,2026-05-11T12:36:19Z,2026-05-19T00:03:05Z,4,ANZ DC,HIGH,0.890,"Goodman files to develop 90MW data center campus in Sydney, Australia - Data Center Dynamics",Data Center Dynamics,https://news.google.com/rss/articles/CBMitAFBVV95cUxQWUMwa1V0aGdJNElWcl9Sam9DRF9mNU1UVTdnM0lxVFM1dFFVWTJVcmkwNkd5OUpDcFVyUkZMTnlRTFZwblh2NDBHUjhUMHgxOXpNMERyMENBNmJOODNJU2tVU2RuT0VpU1VaVHE0YW43WHpSM3JhNjBjUEV0ZHZ3X2lqS0F0OXVOS0gzdE8yMC1KRHVPa0Z5QXpsUTFBTnlOMGZfbDdnM0h5S2NsMHJicTR0c0E?oc=5,2026-01-21T08:00:00+00:00,
goodman-1gw-data-centre-power-bank,goodman-1gw-data-centre-power-bank,2026-05-11T12:36:19Z,2026-05-19T00:03:05Z,4,ANZ DC,MEDIUM,0.490,Australia's Goodman Group adds 1GW to power bank for data center projects - Data Center Dynamics,Data Center Dynamics,https://news.google.com/rss/articles/CBMitwFBVV95cUxORzVzSHlNSVk2QlBYM3NzbGZHdFJWSU04cVlBZXVtZkpld0FoQVFkMTVEUmk1M1JTQWxSWFNNVW9XYlFCcWlJLTRVTUJtVzZQYmNkWkNEZVlzanJwOUJ0WWFvYmx0cm1VSDFiZEhkU3lmUUQtTEtzd0ZJRURpOGJPSDlsa193QWdkQ3JoLWRqNzlSSGxPa19FSkZJN2dOa0UwcE92bjBvTUhqcERNc1ZnM2JHa1g3RlE?oc=5,2026-02-20T08:00:00+00:00,
infratil gains 174m on cdc data centres revaluation,infratil gains 174m on cdc data centres revaluation,2026-05-11T12:36:19Z,2026-05-19T00:03:05Z,4,ANZ DC,MEDIUM,0.490,Infratil gains $174m on CDC Data Centres revaluation - Capital Brief,Capital Brief,https://news.google.com/rss/articles/CBMixgFBVV95cUxQYmFOU296eHdGcm5vSUNuTUdJem5DMWlSWE1IZVhDYWJUdDdFR0tJYXg3bC1ET25GU25iSGZRaURKeWR3R21nR3ZkaUZBZGFsRWE5ODVHS0NqbUFpc0I0OXB0eUJkc1BTOTRpSzc4MjdVOEZNOHdjVEg5ZzlzYldyV0JMZFgxTThsY2h2d3BRUlFIaWpnQkRGaFdRWVRfM01ScjdCZFF4cmZmRFNEcThiZjYxc2pOdVdOc2s1S2xXQnNFRWYxVHc?oc=5,2026-01-06T08:00:00+00:00,
nextdc plans 2 7b investments to meet data centre demand,nextdc plans 2 7b investments to meet data centre demand,2026-05-13T23:45:56Z,2026-05-19T00:03:05Z,3,ANZ DC,MEDIUM,0.520,NextDC plans $2.7b investments to meet data centre demand - AFR,AFR,https://news.google.com/rss/articles/CBMipgFBVV95cUxNTHRBempkbWhnS2dfeFRXREMwZm5BRWFIU0Zjd1lzajBKdmtCSmtaWDVsTVhZT0tNUHpBNWZtQnlzYU9fVnpIWnVVX1RxNVJVZUhITWZGR25ESlFhQjBSX29INXdMdWtLQmpqRERyXzdwUG5BSzhQUHljQ0pUYVZweTJmeC1HYUU4TW9ZOUJTcU40QVQ0b21MdndUNE84VUN3eGc0a2dR?oc=5,2026-02-25T08:00:00+00:00,Nex
nextdc lands 1b for data centre build out with 100 year bond,nextdc lands 1b for data centre build out with 100 year bond,2026-05-11T12:36:19Z,2026-05-19T00:03:05Z,4,ANZ DC,MEDIUM,0.520,NextDC lands $1b for data centre build-out with 100-year bond - AFR,AFR,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNX1VMSDZJdDBkcm5PN1JVRlVvM3ZTS1N4S2NhVmNQa1Q0Y1ZkN3NrNlg2dFdzUXFxblZYSDZfeVVIdU1OdkIybDJzMURDVm5FNVV6WERVZ05ycmdtbDlYNV85dU13eDl0R0k0c08xSU9WYlJXc2Z1dWR3bURZQ3BsajcteUpGYWVQRVZfdzJTY0V5MVBPSkFod0tYOXVrSi1zN3R5eGFTdU5xeGs?oc=5,2026-04-07T07:00:00+00:00,
nextdc receives development approval for m4 campus in melbourne australia,nextdc receives development approval for m4 campus in melbourne australia,2026-05-11T12:36:19Z,2026-05-19T00:03:05Z,3,ANZ DC,MEDIUM,0.790,"NextDC receives development approval for M4 campus in Melbourne, Australia - Data Center Dynamics",Data Center Dynamics,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPaDBBWVdidFN0MDlWUE9GWWNXaEJlUjd0Z2JUYlB6OVRjNklBUWlVbmVTX3dIMGdWSDYwSVpqNlBFeUdYTGlRZTk4WmtTODZvZzZ0bXV4S0FfSERWTWpncUFmV2Q5VldNalcyV2QwWFdlSFA5VTY0NnhkWnhzMzI4Q1dTLUZjMEJsYXFjZ0dXS2I5dmlrRVJjNU5Xa0tyZ0hBSzB2RVB6UHNzTTZTWDd4UDNLNVdRY1V6?oc=5,2026-01-19T08:00:00+00:00,
airtrunk strikes 300m battery deal for western sydney data centre,airtrunk strikes 300m battery deal for western sydney data centre,2026-05-19T00:03:05Z,2026-05-19T00:03:05Z,1,ANZ DC,HIGH,0.920,AirTrunk strikes $300m battery deal for western Sydney data centre - The Australian,The Australian,https://news.google.com/rss/articles/CBMi5wFBVV95cUxNX1FGU29SYV9SSjNvQ2o0cWRMc3lReWdSa1QtNmlCWk5wTkd1d2FoWHpaZ3RrMkNDeHUtQ0Ria0QxQkV4ZzBxYmdVRzk3YlJ1ekRJZXpRYU1iZWhmOGhLMlcwODlXWDNib052aDVKSkVobzB1TzhYQllpYTNOLWFFTjk2TGtIWl9oQUpXaVlwUmlhYTY1Qno0T2xFVERfS1lET3NEdmpSaHRfVXpGX25yY2JVaTgyUDl5cnF1bE40b0xYSHlKd2NkTGgxTFBMZjduOFlLanRmdjRuWlE3cDVSallaLVlVQXPSAewBQVVfeXFMTjZnbmRMSWZSWVc3bUxCSllMYXVwUXVnZkFicnprMDIzMXRfa2ducmFsd3p3TjM0WlhzVk81WWx1S2FiZTUtekhHQmp3RW9jcmRmRjBVQURzd1lpZjZFSzM3a25hMzZNLUpZNFotMTlDNVhySFhCUVNDdzMwSHA4SERnYmh5VjFDYmdybHRvbTJZS1ZzRWV2Wm0yQktoRzJ2VGsxMzQ5c1dNUV9Idi1BeWhVb3NLeFVIdktOcE1tc2pvcHd1RnV0MlY3TFhQY1NwcGVRYkFHck1ZOElOWGw2dXVMTEFHalBteFMzZk0?oc=5,2026-03-18T07:00:00+00:00,
openai wins court fight as musk s 150 billion claim falls short,openai wins court fight as musk s 150 billion claim falls short,2026-05-19T00:03:05Z,2026-05-19T00:03:05Z,1,Frontier Labs,HIGH,0.865,OpenAI wins court fight as Musk’s $150 billion claim falls short - CTech,CTech,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1LVnlSdk9QUDBMcFhKdzBZTjFHbkp6UDUwSmE3ci01eTBlVUJDR2J6d3lISFNQNEhkZDJ2TjFSSXhuODBTVTgtTTJBNFMwQU9qX1VYTGpvZVp1Q2J6V25fUGN0RXJNNms?oc=5,2026-05-18T17:45:00+00:00,OpenAI wins court fight as Musk’s $150 billion claim falls short &nbsp;&nbsp;
nvidia backs israeli ai unicorn decart in 300 million funding round at 4 billion valuation,nvidia backs israeli ai unicorn decart in 300 million funding round at 4 billion valuation,2026-05-19T00:03:05Z,2026-05-19T00:03:05Z,1,Supply Chain,HIGH,0.858,Nvidia backs Israeli AI unicorn Decart in $300 million funding round at $4 billion valuation - CTech,CTech,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1zN3p3ZC1sS2stcVpuRkZyM1Q3M2kwbGxpSUdkb1g1bC1GS2ljVEdFQlV5VWJFeHVQWlRURW9tMlhoVWxpbHg0N0w1YmpsTHZZUHhmaWI0Q1gyamNORDhwYjlJV1Q3Vmlk?oc=5,2026-05-18T14:11:00+00:00,Nvidia backs Israeli AI unicorn Decart in $300 million funding round at $4 billion valu
anthropic agrees to a funding round that increases its value to 900 billion surpassing openai,anthropic agrees to a funding round that increases its value to 900 billion surpassing openai,2026-05-19T00:03:05Z,2026-05-19T00:03:05Z,1,Frontier Labs,HIGH,0.853,"Anthropic agrees to a funding round that increases its value to $900 billion, surpassing OpenAI - El Mundo America",El Mundo America,https://news.google.com/rss/articles/CBMif0FVX3lxTE1VYmFJNWMwc25sQ1pNNV9pQUZuX3BQa0ZjRUFQdzdYM0VvRGpYNHR0QWxRVU5KRVljeG9RMk5yTUJreExzMmlZUEdyc0p2QUY5ZU9oeGlvWkx5VXBFRTM3RmdpVE1UcjZSenoxRGFFSTRtajBPVnB3NkhZS3phR3c?oc=5,2026-05-18T10:30:33+00:00,Anthropic agrees to a funding round that increases its v
nextdc secures 1 5bn raise after landing microsoft contract,nextdc secures 1 5bn raise after landing microsoft contract,2026-05-19T00:03:05Z,2026-05-19T00:03:05Z,1,ANZ DC,MEDIUM,0.700,NextDC secures $1.5bn raise after landing Microsoft contract - The Australian,The Australian,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPcmZRSC1ubVBSdkpoZ0Mxdk9JRlJheUNpRVNfYjRfYmZCVE9mYzJudmJJUUZWQkVOWVNBeHpPZTgyWUFhR0FPYmxHZEdKVU9QM2N1NFA4ejA5MHhIMEE0am02bmlVRFZDSlZnT09sQVdxUW5JeTdDTjNKUU9faUpFOTVOVVduTXVtcXpzUXFpdTZOaXB2ak5zZWpCX005ZFN3cmd2dE4yNWJNN0Z4QzBIam1HVjNodFNNZ2lGRTJCQWduZFRpZng2VEVMREhzVUtySG92Z1pXbDZrVmNqUXhnbTRoWdIB6AFBVV95cUxQU1J4OU9Wb0JheHZrRE9sdWM0U25MNHZtcDRTUEstcHFla3A1MExGbk12TlJfLVlmanVUbXZvRDMwOUdJSzA2Qm5Hd3BqNU43eXZhVmRqZ1BuckxXa3hrM3FtMC1SV0diSjFfZGNKeTFyTXNlaEUtbGUzUTh1WXZPYW1ZeGhwNlJjc2pwakxjN2FzRXZQenVvWHZBNjFnRm9XZWEzdG4tRTFJLTZKTHJFMEc2YVl2TUhBcjdWNVpRTVNCNXNESTZTSlFOSmVjbEZVWmRfOE1aMWp1VmxJMFZIS0ptQmd0a3po?oc=5,2026-04-20T07:00:00+00:00,
airtrunk plans 5b melbourne data centre as it ponders asset recycling,airtrunk plans 5b melbourne data centre as it ponders asset recycling,2026-05-13T23:45:56Z,2026-05-16T00:04:06Z,2,ANZ DC,MEDIUM,0.520,AirTrunk plans $5b Melbourne data centre as it ponders asset recycling - AFR,AFR,https://news.google.com/rss/articles/CBMitwFBVV95cUxQcFBud0l4dGFWS1p4V0djdGhGRFMyY1B3UGhkZzZGQVVfdy02Vm9pUWp0dnMwZ0hwVlJNVHZpaWhiN0hjVjZhRl9PZDFUTF8wQkRZbnFPOFVXN2VQRHFJaVZIZkZXN09iUjZOeFlYQnI5RGt4TlJ1OGZpT0NLTGx4aFQ5SlUwQndkc1lhM0M3TjNuZm9OeEpZby1JeXBFcDQyVHRHNEVOSWc1T3VhM3pOZzMyYWtMdW8?oc=5,2025-12-24T08:00:00+00:00,
nextdc-openai-sydney-ai-data-centre,nextdc-openai-sydney-ai-data-centre,2026-05-11T12:36:19Z,2026-05-16T00:04:06Z,2,ANZ DC,MEDIUM,0.820,"Australia's NEXTDC inks MoU with OpenAI to develop AI infrastructure in Sydney, shares jump - Reuters",Reuters,https://news.google.com/rss/articles/CBMixAFBVV95cUxPMEVxUE1reGdDd2FhdWlweTdXZWdGZDladWlMcDl4d0FPOEZDOVVkcGM0d092U3FVZmxweWU1c3VZUDZBYjVIc3ZsMlV2ekRPRXlUWDMtbURFREhKT2l1c1BoTjJEbEdxQ2JSQTBtVzRUS2hXa0RuVU1DVFd5cXppQ2hSbldiMXB2bVliODA2bm84UEdHWjFQZFpSR2hUdS1CWkpZMEQtUmVtdzZ4OEpuTGFZaWRJNmxwTTZQeGlhWHVxX19T?oc=5,2025-12-04T08:00:00+00:00,
coreweave signs on as estruxture tenant for data center in calgary canada,coreweave signs on as estruxture tenant for data center in calgary canada,2026-05-16T00:04:06Z,2026-05-16T00:04:06Z,1,Supply Chain,HIGH,0.915,"CoreWeave signs on as eStruxture tenant for data center in Calgary, Canada",DatacenterDynamics,https://www.datacenterdynamics.com/en/news/coreweave-signs-on-as-tenant-of-estruxture-data-center-in-calgary-canada/,2026-05-15T12:20:00+00:00,AI cloud firm to take capacity in eStruxture's new 90MW facility
anthropic closing in on 30b raise that would top openai s valuation,anthropic closing in on 30b raise that would top openai s valuation,2026-05-16T00:04:06Z,2026-05-16T00:04:06Z,1,Frontier Labs,HIGH,0.870,Anthropic closing in on $30B raise that would top OpenAI's valuation - Yahoo Finance,Yahoo Finance,https://news.google.com/rss/articles/CBMiogFBVV95cUxPalo3OExDVGFvMnZsQjVLc0ZSVEVvY2tISjcwSm5fNXhmTENGLTl6cFpVX0RoRnNwMFZzVE5kcWN4MDBDQm9aQXpockhJM1JwaHAxbThVWGt3STc3SW0yY01zbTRRNUttMFFXeTFuT1NKVGdTNS1nTTVvdVJLcnRtUWpPRTc4OEp3SUJnZzVZa1REVlE5TDRHM1RZVTE3NXJWQVE?oc=5,2026-05-15T15:20:00+00:00,Anthropi
anthropic hits 900 billion valuation in latest 30 billion funding round,anthropic hits 900 billion valuation in latest 30 billion funding round,2026-05-16T00:04:06Z,2026-05-16T00:04:06Z,1,Frontier Labs,HIGH,0.858,Anthropic hits $900 billion valuation in latest $30 billion funding round - Shacknews,Shacknews,https://news.google.com/rss/articles/CBMie0FVX3lxTE83LVBzNlNLbWZxNGRmdEJFYkdiaEVhTU0xcXN0RGtfSmxzMVZ3Nmk4MEdIR3Aybk5fanhQV09Ib3JzLXVBb0wzWFB0aGxzOFlJcFMtcElqRTdMMWdhbWhMNlpyQmphbjFQeDVRTHZQMjNwWjQ5RmtfcU9BNNIBiAFBVV95cUxQV1VOYzVmYmJUMVd3ZTRXVDlBV3VmWG9MQm1oLTNJTmxUN3dLeXpURDRacnpuczhpMGNDZjFWYUtrOEhNazlQXzQwZms1SWhpQ0ZwckJ2M1FLTjZGVkx0eC0xMGlTMnR5blc3dTJKbjkzaHI2aGlBZ2lNNm9ndDktX25mSERPaDRR?oc=5,2026-05-15T14:11:00+00:00,
anthropic s valuation nears 1 trillion as investors race to back ai revenue surge,anthropic s valuation nears 1 trillion as investors race to back ai revenue surge,2026-05-16T00:04:06Z,2026-05-16T00:04:06Z,1,Frontier Labs,HIGH,0.858,Anthropic’s Valuation Nears $1 Trillion as Investors Race to Back AI Revenue Surge - PYMNTS.com,PYMNTS.com,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNM2lpS1ROZGdDQzRhSUFXZUJYT1NETmNGcWxlaXFjbXZJRGtpUW43S3F0eXFzN2RNOHA4OHY4WHJnOW5KblFWVDZOUUZITHkzNUJxeDV4ZmhHdU44LU1aWFpKUThyMHZwSXU3Mm92d1l1ZDBZd1JBaGY2M1I2X3hJOEJNQmxxaWFKMk5FQjlNVjJSQVNZTkp5MUV6VS11RWwwYUplS2pyU1dSNUp1TmNDQS0zc3IzTkt1RGZGWXU1WFoxOWZJMFJhT3JqQm1jTkoyV0FQd0RB?oc=5,2026-05-15T14:04:51+00:00,
anthropic is closing in on a 30 billion raise that would make it more valuable than openai,anthropic is closing in on a 30 billion raise that would make it more valuable than openai,2026-05-16T00:04:06Z,2026-05-16T00:04:06Z,1,Frontier Labs,HIGH,0.856,Anthropic is closing in on a $30 billion raise that would make it more valuable than OpenAI - qz.com,qz.com,https://news.google.com/rss/articles/CBMiggFBVV95cUxPeXBIdFVaaVFibk5TOUlVaVdlREFfMTVZa0dIbzdfZEtTOXVmX1FXU0dYMnhqQ0ppTkF0S1ZYSmlBUWhzVG5jbk1KMkVMUzJvamF6TDR5anFHTVBpZEdFc2JZYmF5NUViVFdWeS14dGlTZXR5cGtQQjFZVUNiQTcxc0tn?oc=5,2026-05-15T12:32:29+00:00,Anthropic is closing in on a $30 billion raise that
